eventid,iyear,imonth,iday,extended,resolution,country_txt,provstate,city,specificity,vicinity,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,targtype2_txt,targsubtype2_txt,corp2,target2,natlty2_txt,targtype3_txt,targsubtype3_txt,corp3,target3,natlty3_txt,gname,gsubname,gname2,gsubname2,motive,guncertain1,guncertain2,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,compclaim,weaptype1_txt,weapsubtype1_txt,weaptype2_txt,weapsubtype2_txt,weaptype3_txt,weapsubtype3_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,ishostkid,nhostkid,nhostkidus,nhours,ndays,ransom,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
200004060001,2000,4,6,0,,United Kingdom,Northern Ireland,Londonderry,1.0,0,"04/06/2000: A British Army camp in Londonderry, Northern Ireland, was the target of a bomb attack by suspected members of the Real Irish Republican Army (RIRA). A guardhouse was damaged, but no one was injured. Two unidentified men were seen fleeing the scene.",1,1,1,0,,,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,British Army,"British Army camp in Londonderry, Northern Ireland",Great Britain,,,,,,,,,,,Real Irish Republican Army (RIRA),,,,Unknown,1.0,,0,2.0,0.0,0,,,,,,,Explosives,Unknown Explosive Type,,,,,Five pounds of homemade explosives were used.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"“Blast Damages Northern Ireland army camp,” United Press International, April 6, 2000.","Hayes, Dominic, “Security Review After Bomb Attack,” Press Association, April 6, 2000.","Cowan, Rosie,“Bomb Brings Warning of Dissident Terror Wave,” Press Association, April 6, 2000.",CETIS,0,0,1,1,
200004090003,2000,4,9,0,,United States,Arizona,Phoenix,1.0,0,"4/9/2000: Arson was set to a luxury home under construction near the Phoenix Mountain Preserve in Phoenix, Arizona in the United States, causing significant damage. There were no casualties in the incident, and the monetary extent of property damage is unknown. The incident was claimed by the Coalition to Save the Preserves (CSP) in opposition of building and development in the preserved mountain area. This incident was one in a series of 11 luxury home arsons in the Phoenix area between April 2000 and January 2001. In June 2001, confessed eco-terrorist, Mark Warren Sands was indicted for eight of the arson incidents, pled guilty, and in 2002, was sentenced to 18 years in prison for torching seven luxury homes under construction. In this particular incident, the victims were Mario and Melanie Lio, whose home was then rebuilt and burned again on October 20 of the same year (102000).",1,1,1,1,2.0,Other Crime Type,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,private luxury residence under construction,"private home of Mario and Melanie Lio, which was under construction in the Phoenix mountain preserve area in AZ",United States,,,,,,,,,,,Coalition to Save the Preserves (CSP),,,,Allegedly in opposition of housing sprawl in the Phoenix Desert Mountain Preserve,1.0,,0,1.0,1.0,1,9.0,Other,,,,,Incendiary,Arson/Fire,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,0.0,,,,"Sands claimed the home was obstructing his jogging trail, and when the owner of the home stated he would rebuild, Sands wrote a message reading, ""U Build, We Burn Again,"" on a sign at the construction site.  Letters sent to media, homeowners and contractors, and messages on construction sites of several of the arsons claimed responsibility in the name of CSP, stating that ""God's work had to be done."" However, during the Federal Grand Jury indictment, prosecutors maintained that Sands committed the acts for his own twisted reasons and the he fabricated letters and claims from the CSP to carry out his plot.  Sands still maintained that he was against development of preserved areas, but also that he ""knew how to sell it,"" ""knew what a god media story was, and ""there was a sense of power"" behind the string of incidents that the media fed on.  The true motives appear to be a combination of personal reasons and to make a broader environmental message, but they remain unknown.  The FBI investigation determined that Sands did in fact fabricate the CSP.  The victims of the incidents were fearful or recurring arsons, and according to sources, Sands still  terrorized the community to portray a broader message.","FBI, ""Terrorism 2000/2001,""FBI, DOJ, 2001.","Foster Klug, ""Arsonist who tried to stop construction sentenced to 18 years,"" Associated Press State & Local Wire, February 11, 2002.","""List of Fires in Federal Indictment,"" Associated Press State & Local Wire, June 15, 2001.",Eco Project 2010,0,0,0,0,
200004130001,2000,4,13,0,,United Kingdom,Northern Ireland,Rosslea,1.0,0,"04/13/2000: The Continuity IRA claimed responsibility for an attempted attack on the Royal Ulster Constabulary base at Rosslea, County Fermanagh, Northern Ireland. The claim was made in a phone call to a newspaper in Belfast. The perpetrators attempted to launch a mortar at the base, but the device exploded in the back of the car which was being used to launch the shell. No one was hurt in the attack.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Royal Ulster Constabulary,"Royal Ulster Constabulary base in Rosslea, Northern Ireland",Great Britain,,,,,,,,,,,Continuity Irish Republican Army (CIRA),,,,Unknown,0.0,,0,,0.0,1,2.0,Call (post-incident),,,,-9.0,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",,,,,The perpetrators attempted to use a mortar mounted on a car.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"Henderson, Deric, “Real Irish Republican Army (RIRA)Blamed For Failed Bomb Attack,” Press Association, April 13, 2000.","Graham, Ian, “Dissidents Behind Failed Mortar Attack,” Press Association, April 14, 2000.",,CETIS,0,0,1,1,
200004140004,2000,4,14,0,,United States,Florida,Oakland Park,1.0,0,"4/14/2000: Unknown perpetrators firebombed the Fort Lauderdale Women's Clinic in Oakland Park, Florida, United States. There were no casualties but the abortion clinic sustained $2,500 in damages.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,,Fort Lauderdale Women's Clinic,United States,,,,,,,,,,,Anti-Abortion extremists,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Florida.,0.0,,0,-99.0,-99.0,0,,,,,,,Incendiary,Molotov Cocktail/Petrol Bomb,,,,,Firebomb consisting of a plastic container filled with an accelerant.,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,0.0,,,,"Damages to the facility were estimated to be between $2,000 and $3,000.","""Broward Abortion Clinic Set On Fire, Vandalized,"" Associated Press, May 30, 2003.","Leon Fooksman and Peter Franceschina, ""Abortion Clinic Fire Suspicious,"" Sun Sentinel, July 6, 2005.","Clinic Security Department, ""2000 Chronicle of Clinic Violence & Harassment,"" Planned Parenthood Federation of America, Inc.",Anti-Abortion Project 2010,-9,-9,0,-9,
200004280003,2000,4,28,0,,United States,Pennsylvania,Pittsburgh,1.0,1,"04/28/2000: In the first of six consecutive attacks near Pittsburgh, Pennsylvania, United States, Richard Baumhammers shot and killed his Jewish neighbor, Anita Gordon, with a .357 magnum handgun in her home at 1:30 p.m. Baumhammers, a white supremacist, then attempted to set Gordon's home on fire with a Molotov cocktail before he proceeded to carry out a series of attacks targeting Jewish, Asian, and black people. Baumhammers had a history of racism and religious and anti-immigrant antipathy, and reportedly suffered from mental illness. He confessed to the crimes, his insanity defense was not successsful, and he was sentenced to death in May 2001.",1,1,1,0,,,1.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,"Anita Gordon, 63",United States,,,,,,,,,,,White supremacists/nationalists,,,,"Baumhammers reportedly hoped to unite the far-right behind his anti-immigrant ""Free Market Party."" In a short manifesto found in his home he argued that European Americans were being replaced by minorities.",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,,Firearms,Handgun,Incendiary,Molotov Cocktail/Petrol Bomb,,,A .357 magnum handgun and a Molotov cocktail.,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Cold killer's 20-mile trail leaves 5 dead,"" Pittsburgh Post-Gazette, April 29, 2000.","Dennis B. Roddy, ""What force drove Baumhammers? History of mental illness and racist politics weigh on murder trial,"" Pittsburgh Post-Gazette, April 27, 2001.","Dennis B. Roddy, ""Interviews show troubled mind; Baumhammers told psychologists what he did in chilling detail,"" Pittsburgh Post-Gazette, May 2, 2001.",UMD Miscellaneous,-9,-9,0,-9,"200004280003, 200004280004, 200004280005, 200004280006, 200004280007, 200004280008"
200004280004,2000,4,28,0,,United States,Pennsylvania,Pittsburgh,1.0,1,"04/28/2000: In the second of six consecutive attacks near Pittsburgh, Pennsylvania, United States, Richard Baumhammers fired six shots with a .357 magnum handgun at Beth El Congregation of the South Hills around 1:40 p.m. There were more than 50 children and staff in the building at the time of the attack, but no one was injured. Baumhammers, a white supremacist, painted a swastika and the word ""Jew"" on the temple and proceeded with his series of attacks targeting Jewish, Asian, and black people. Baumhammers had a history of racism and religious and anti-immigrant antipathy, and reportedly suffered from mental illness. He confessed to the crimes, his insanity defense was not successsful, and he was sentenced to death in May 2001.",1,1,1,0,,,1.0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Beth El Congregation of the South Hills,Entrance,United States,,,,,,,,,,,White supremacists/nationalists,,,,"Baumhammers reportedly hoped to unite the far-right behind his anti-immigrant ""Free Market Party."" In a short manifesto found in his home he argued that European Americans were being replaced by minorities.",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,,Firearms,Handgun,,,,,A .357 magnum handgun,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Cold killer's 20-mile trail leaves 5 dead,"" Pittsburgh Post-Gazette, April 29, 2000.","Dennis B. Roddy, ""What force drove Baumhammers? History of mental illness and racist politics weigh on murder trial,"" Pittsburgh Post-Gazette, April 27, 2001.","Dennis B. Roddy, ""Interviews show troubled mind; Baumhammers told psychologists what he did in chilling detail,"" Pittsburgh Post-Gazette, May 2, 2001.",UMD Miscellaneous,-9,-9,0,-9,"200004280003, 200004280004, 200004280005, 200004280006, 200004280007, 200004280008"
200004280005,2000,4,28,0,,United States,Pennsylvania,Pittsburgh,1.0,1,"04/28/2000: In the third of six consecutive attacks near Pittsburgh, Pennsylvania, United States, Richard Baumhammers shot two people with a .357 magnum handgun at India Grocers around 1:55 p.m. Baumhammers, a white supremacist, killed Anil Thakur and seriously injured Sandip Patel before continuing his series of attacks targeting Jewish, Asian, and black people. Baumhammers had a history of racism and religious and anti-immigrant antipathy, and reportedly suffered from mental illness. He confessed to the crimes, his insanity defense was not successsful, and he was sentenced to death in May 2001.",1,1,1,0,,,1.0,1,0,2,Armed Assault,,,,,1,Business,7.0,Retail/Grocery/Bakery,India Grocers,"Anil Thakur, 31 and Sandip Patel, 23",United States,,,,,,,,,,,White supremacists/nationalists,,,,"Baumhammers reportedly hoped to unite the far-right behind his anti-immigrant ""Free Market Party."" In a short manifesto found in his home he argued that European Americans were being replaced by minorities.",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,,Firearms,Handgun,,,,,A .357 magnum handgun,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,,,,,,,,,,"""Cold killer's 20-mile trail leaves 5 dead,"" Pittsburgh Post-Gazette, April 29, 2000.","Dennis B. Roddy, ""What force drove Baumhammers? History of mental illness and racist politics weigh on murder trial,"" Pittsburgh Post-Gazette, April 27, 2001.","Dennis B. Roddy, ""Interviews show troubled mind; Baumhammers told psychologists what he did in chilling detail,"" Pittsburgh Post-Gazette, May 2, 2001.",UMD Miscellaneous,-9,-9,0,-9,"200004280003, 200004280004, 200004280005, 200004280006, 200004280007, 200004280008"
200004280006,2000,4,28,0,,United States,Pennsylvania,Pittsburgh,1.0,1,"04/28/2000: In the fourth of six consecutive attacks near Pittsburgh, Pennsylvania, United States, Richard Baumhammers shot at Ahavath Achim Congregation with a .357 magnum handgun at around 2:10 p.m. Baumhammers, a white supremacist, caused property damage but no casualties at this location before continuing his series of attacks targeting Jewish, Asian, and black people. Baumhammers had a history of racism and religious and anti-immigrant antipathy, and reportedly suffered from mental illness. He confessed to the crimes, his insanity defense was not successsful, and he was sentenced to death in May 2001.",1,1,1,0,,,1.0,1,0,2,Armed Assault,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Ahavath Achim Congregation,Building,United States,,,,,,,,,,,White supremacists/nationalists,,,,"Baumhammers reportedly hoped to unite the far-right behind his anti-immigrant ""Free Market Party."" In a short manifesto found in his home he argued that European Americans were being replaced by minorities.",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,,Firearms,Handgun,,,,,A .357 magnum handgun,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,"""Cold killer's 20-mile trail leaves 5 dead,"" Pittsburgh Post-Gazette, April 29, 2000.","Dennis B. Roddy, ""What force drove Baumhammers? History of mental illness and racist politics weigh on murder trial,"" Pittsburgh Post-Gazette, April 27, 2001.","Dennis B. Roddy, ""Interviews show troubled mind; Baumhammers told psychologists what he did in chilling detail,"" Pittsburgh Post-Gazette, May 2, 2001.",UMD Miscellaneous,-9,-9,0,-9,"200004280003, 200004280004, 200004280005, 200004280006, 200004280007, 200004280008"
200004280007,2000,4,28,0,,United States,Pennsylvania,Pittsburgh,1.0,1,"04/28/2000: In the fifth of six consecutive attacks near Pittsburgh, Pennsylvania, United States, Richard Baumhammers shot two people with a .357 magnum handgun at Ya Fei Chinese Restaurant around 2:30 p.m. Baumhammers, a white supremacist, killed manager Ji-ye ""Jerry"" Sun and deliveryman Thao ""Tony"" Pham, both of whom he had asked for by name, before continuing his series of attacks targeting Jewish, Asian, and black people. Baumhammers had a history of racism and religious and anti-immigrant antipathy, and reportedly suffered from mental illness. He confessed to the crimes, his insanity defense was not successsful, and he was sentenced to death in May 2001.",1,1,1,0,,,1.0,1,0,2,Armed Assault,,,,,1,Business,2.0,Restaurant/Bar/Café,Ya Fei Chinese Cuisine,"Ji-ye ""Jerry"" Sun, 34 and Thao ""Tony"" Pham, 27",United States,,,,,,,,,,,White supremacists/nationalists,,,,"Baumhammers reportedly hoped to unite the far-right behind his anti-immigrant ""Free Market Party."" In a short manifesto found in his home he argued that European Americans were being replaced by minorities.",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,,Firearms,Handgun,,,,,A .357 magnum handgun,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Cold killer's 20-mile trail leaves 5 dead,"" Pittsburgh Post-Gazette, April 29, 2000.","Dennis B. Roddy, ""What force drove Baumhammers? History of mental illness and racist politics weigh on murder trial,"" Pittsburgh Post-Gazette, April 27, 2001.","Dennis B. Roddy, ""Interviews show troubled mind; Baumhammers told psychologists what he did in chilling detail,"" Pittsburgh Post-Gazette, May 2, 2001.",UMD Miscellaneous,-9,-9,0,-9,"200004280003, 200004280004, 200004280005, 200004280006, 200004280007, 200004280008"
200004280008,2000,4,28,0,,United States,Pennsylvania,Monaca,1.0,0,"04/28/2000: In the last of six consecutive attacks near Pittsburgh, Pennsylvania, United States, Richard Baumhammers shot Garry Lee with a .357 magnum handgun at C.S. Kim's School of Karate around 3:00 p.m. According to witnesses Baumhammers, a white supremacist, targeted and killed Lee because he was black. This was the final event in a series of attacks targeting Jewish, Asian, and black people before Baumhammers was apprehended by police. Baumhammers had a history of racism and religious and anti-immigrant antipathy, and reportedly suffered from mental illness. He confessed to the crimes, his insanity defense was not successsful, and he was sentenced to death in May 2001.",1,1,1,0,,,1.0,1,0,2,Armed Assault,,,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,C.S. Kim's School of Karate,"Garry Lee, 22",United States,,,,,,,,,,,White supremacists/nationalists,,,,"Baumhammers reportedly hoped to unite the far-right behind his anti-immigrant ""Free Market Party."" In a short manifesto found in his home he argued that European Americans were being replaced by minorities.",0.0,,1,1.0,1.0,1,8.0,Personal claim,,,,,Firearms,Handgun,,,,,A .357 magnum handgun,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Cold killer's 20-mile trail leaves 5 dead,"" Pittsburgh Post-Gazette, April 29, 2000.","Dennis B. Roddy, ""What force drove Baumhammers? History of mental illness and racist politics weigh on murder trial,"" Pittsburgh Post-Gazette, April 27, 2001.","Dennis B. Roddy, ""Interviews show troubled mind; Baumhammers told psychologists what he did in chilling detail,"" Pittsburgh Post-Gazette, May 2, 2001.",UMD Miscellaneous,-9,-9,0,-9,"200004280003, 200004280004, 200004280005, 200004280006, 200004280007, 200004280008"
